"uid","idx","note"
 "BA145","2","F Young, Mother Mary More and the Exile of the Augustinian Canonesses ...1794-1802,  Recusant History v 27 n1, 2004
"
 "BA145","3","Wrote 20 letters to her nephew Thomas Waterton of Walton Hall, Yorkshire 1779-91: see Julia Blackburn, Charles Waterton 1782-1865, Traveller and Conservationist, London Bodley head, 1989, p9"
 "BA190","2","Perhaps you have heard of the step one of our community has taken, Sister Alipia Talbot, sister to Lord Shrewsbury. Between you and me it has not surprised any of us as for some years there has appeared a great oddity in her. She has resolved and gone to the Poor Clares of Graveline, who lives now at Gosfield, and she intends to enter their order. I pity the community, for I shall not be surprised any day to hear she is quite crazy poor thing. Reverend mother had done all in her power to keep her but all in vain... from a letter from Sister Sales to Lady Jerningham Jan 1803. Quoted in MASON MJ Nuns of the Jerningham Letters: Elizabeth Jerningham 1727-1807 &  Frances Henrietta Jerningham 1745-1824 Augustinian Canonesses of Bruges /MJ Mason Recusant History 22 n3 (1995)p360 fn 62 suggests Sister Alipia left the Gravelines community and joined the Rouen community at Haggerston where she died."
 "BA071","2","Remained at Bruges when the rest of the community came to England. II ann 10 refers to her mother as the daughter of lord Strangford."
 "BA003","2","Lost her reason 25 years after her profession; 'nevertheless her raving was all pious'. See I annals 404 "
 "BA239","1","Came as a servant and took the scholar's kerchief the following year. The annals (p191) comments that she obtained this privilege by importunity & fair promises for her conduct whilst a servant did not give satisfaction in regard of religious duties: II ann 191. She was taken in although not English because of a shortage of lay sisters and health problems among the English."
 "BA099","2","Jubilarian 1731"
 "BA050","1","Seized with madness the second year after her profession and continued in that afflicting state till deth: see II ann 4"
 "BA209","1","Was sent to the school when aged 10, but her father recalled her two years later. She remained with her family for 13 years. Visited the Carmelites at Lierre where she had a relative, but was advised to join her first place, the Augustinians. Thought to have died of spotted fever."
 "BA199","1","Jubilarian 1734"
 "BA107","1","Problems over the independence of her profession are indicated in the obituary of her given in the annals 24-6: ...'Some time before her death she told one of our religious that she did not now repent her being a religious, and if it ware againe to do, it should be her own choice: that it was not so her first coming was wholly unknown to ye comunity tell after her 
profession or she would never have been professed here.'
"
 "BA222","7","Her voice was judged to be one of the best they had ever heard even by experts."
 "BA047","4","caught small pox and died within a very short time"
 "BA219","1","Jubilarian 1737. Parents given in convent pedigree of Widdrington of Cheesburn Grange: described as 'tentative'. CB"
 "PC109","3","She appears to have received the sacrament of confirmation from the Paris archbishop in his own private chapel on 18 Mar 1708 (Paris Augs pd)."
 "OB067","2","Mentioned as his sister Marina in his Will by Sir Thomas Windsor Hunloke, who also names his daughter Marina (Rec. Eng. Catholics 1715 p 11)."
 "LS054","1","From a minor gentry family that owned the estate of Cufaude or Cuffold in Basing, Hants, from the sixteenth century until 1732 (VCH Hants vol 4, 115-27). Matthew was succeeded by his brother John who died at an advanced age in 1701, when the estate seems to have passed to a distant relative before being sold. Matthew may also have been the father of two other Cuffaud nuns, RP059 and RP060."
 "GP189","2","Elected Abbess while the community was at Gosfield. Bertrand explains that she remained friendly with the French royal family including the duchesse d'Angouleme and Mgr Louis-Joseph de Bourbon, prince de Conde"
 "GP172","1","Returned to Gravelines with the community 1814 Dec: see Bertrand 226"
 "RP112","1","Reference in Bertrand 241 to correspondence between Mary Anastasia Lancaster & Mary Anna Innes of Poor Clares Rouen then at Scorton with Mary Martin ending in 1820. Bertrand suggests that although they wanted to visit Gravelines age and infirmity prevented them doing it."
 "OB068","1","Reference in Bertrand 241 to correspondence between Mary Anastasia Lancaster & Mary Anna Innes of Poor Clares Rouen then at Scorton with Mary Martin ending in 1820. Bertrand suggests that although they wanted to visit Gravelines age and infirmity prevented them doing it."
 "GP189","3","Reference in Bertrand 241 to correspondence between Mary Anastasia Lancaster & Mary Anna Innes of Poor Clares Rouen then at Scorton with Mary Martin ending in 1820. (see R chron III p47 for confirmation) Bertrand suggests that although they wanted to visit Gravelines age and infirmity prevented them doing it."
 "LA122","1","Property of father also known as Wollas Hall, Eckington"
 "PC107","3","1788 10 Apr left the convent'by her own desire, tho' contrary to the wishes of the Community, who wou'd have been glad she had corrected herself at home...' obtained permission from the Archbishop who sent her to the Ursuline convent at Argenteuil: see p186.  Mason 1998 p91 describes her mental health after 1780 as 'uncertain' and she was subject to fits of violence. She went to live with the Ursulines of Argenteuil, however after the riots of 1791 she returned to live with her community. She petitioned to live with the English Benedictines in Paris while living with the Augustinian Orphelines de l'Enfant Jesus. She was also in touch with the Augustinian canonesses."
 "PA088","4","According to the diurnal, she was cousin to Catherine Clarkson and Ann Bass of the same convent."
 "GP054","1","Richard Hitchmouth deposed in October 1716 that he had seen Lawrence Breers officate as a priest and that his sister Catherine was a nun at Gravelines; both of them drew income from the estate of Walton Hall, near Liverpool (Rec. Eng. Catholics 1715, p121-2)."
 "DP019","1","Probably sister of Dorothy DP018 who entered at the same time. Possibly nieces of France OB147, daughter of Dorothy Bolney, and more distant kin to two Bolneys of an earlier generation OB011 and OB012."
 "BA101","6","Professed 26 religious for the choir, and 15 lay sisters: buried 45 nuns and 11 lay sisters: see II ann 94."
 "BA071","3","Decided to discontinue the practice of having seculars living in the convent: II ann 96 Had professed 17 for the choir and 4 lay sisters and buried 15 religious and 7 lay sisters: II ann 168"
 "PA108","2","She visited the convent between 15 and 30 Apr 1698, coming from St Germains."
 "PA198","1","Her brother, Thomas, was preacher royal in England under James II and superior of the Paris seminary (he visited after her death on 30 May 1698: pd). Her cousin, George, was vicar apostolic to the northern district. Another cousin, Robert, was vicar-general for the same district before being elected president of Douai College (odnb)."
 "BA203","1","Jubilee 1761"
 "BA085","2","Jubilee 1762"
 "PA179","3","She succeeded Eugenia Perkins as superior, Perkins advising the sisters to elect her."
 "PA060","2","She accompanied Mistress Katherine Salvin to St Germains to be touched by the King on 12 Aug 1698, returning on 16 Aug."
 "PA094","1","She accompanied two pensioners, Katharine Browne and Anne Roper, who were both suffering from a form of 'paralytic humour', to the Bourbon waters in an effort to cure or ease their pains on 16 Jan 1699.  She returned with Anne Roper on 20 May 1699."
 "BA189","5","Jubilee 1767"
 "BA239","2","1768 Jun voting on her status held a month early: she was voted out as being unsuited to the religious life."
 "PA051","2","She arrived at the convent on 5 Jun 1699, brought there by her uncle, Mr Ireland, a Jesuit."
 "PA096","2","She celebrated her jubilee on 30 Jun 1699."
 "PA060","3","Her sister, Dorothy, visited the convent on 30 Jun 1699.  On 13 Jul she accompanied her sister to St Germains where she was to wait upon Elizabeth Martinash, mother of Mary, Barbara and Anne Martinash, and nurse to Louisa Maria Teresa Stuart, daughter of James II. She returned on 16 Jul.  Dorothy was again present on 17 Aug 1699."
 "PA060","4","She acted as 'market-woman' for the convent."
 "BA090","1","Family relationship given in annals"
 "BA151","3","Not allowed to profess at the usual time because of Imperial edict requiring candidates to be 25. She was given the privileges of being professed apart from the veil: II ann 220"
 "BA150","2","Had to delay profession because of Imperial edict requiring candidates to be 25: see II ann 223."
 "PA070","2","She went to St Germains on 7 Sep 1699."
 "PA180","3","On 8 Oct 1699 she accompanied Elizabeth Molyneux, seemingly a pupil at the school who had small pox, to the sick room in order to care for her."
 "PA173","2","Services were said to her father shortly after his death, 26-27 Oct 1699."
 "PA174","1","Services were said to her father shortly after his death, 26-27 Oct 1699."
 "BA026","1","Jubilee 1784"
 "BA192","1","Jubilee 1791"
 "BA108","1","Placed in rank of professed 1790 because she was affected by the decree forbidding profession until age 25: II ann 220"
 "PA192","4","Some claimed she had been forced to profess against her will, something she denied (pd 2 Dec 1699) though this was resolved (31 Mar 1700)."
 "PA026","1","On 6 Dec 1699 she went to the house at the end of the garden with Mary Bernard Perkins to care for Mistress Casy, seemingly a schoolgirl, who was suffering from small pox."
 "PA131","1","On 6 Dec 1699 she went to the house at the end of the garden with Elizabeth Bromich to care for Mistress Casy, seemingly a schoolgirl, who was suffering from small pox."
 "PA108","3","Her mother brought her to the convent as a pensioner 15-16 Dec 1699.  She returned to the court on 31 Dec (returned 4 Jan 1700) to say goodbye to her friends and to kiss the hands of the queen and princess, as she had resolved to become a religious."
 "PA060","5","On 19 Dec 1699, she went to collect a new schoolgirl, Helen Eyre, who had been sent from England to St Germains.  She returned with her the next day."
 "PA169","4","She arrived as a pensioner at the school on 3 Jul 1700."
 "PA026","2","Her uncle was a priest trained at the English College in Lisbon, Mr Daniel Fitter, who showed kindness towards the convent (8 Jul 1700)."
 "PA008","1","According to the diurnal, she was cousin to Mary Hunt of the same convent (pd 30 Oct 1700)."
 "PA034","1","According to the diurnal, she was cousin to Mary Hunt of the same convent (pd 30 Oct 1700)."
 "PC005","2","Mason (1998)records that she was received into the church at the Blue Nuns' convent 1768 10 Aug. She was living in Reading in 1816."
 "PA205","2","She seems to have had leave to visit and stay at a different convent with Mary Roper c.1706-7 (pd 15 Jan 1707; 16 Jun 1707; 9 Jun 1708)."
 "PA139","1","She seems to have had leave to visit and stay at a different convent with Mary Yate c.1706-7 (pd 15 Jan 1707; 16 Jun 1707; 9 Jun 1708).  Due to parts of the diurnal missing it is difficult to discover the reason though a clue seems to be a letter  wanting an appartment built over the still-house for her use, with a tribune which should have a view into the church for conveniently hearing the Office and assisting at Mass (pd 10 Jan 1708)."
 "PA026","3","Her brother, Andrew Bromich, was trained as a priest at the Lisbon College (pd 10 Feb 1707)."
 "LA251","1","Letter re Mary Benedict's death in Rackett papers, D/RAC in Dorset History Centre under D/RAC/85"
 "BA036","1","Jubilarian 1794"
 "BA015","1","Considered too frail to travel in June 1794 and remained at Bruges. Great skill in plainsong. "
 "BA240","1","Announced that she would not be leaving with the community in Jun 1794: the Prioress required her to leave the habit."
 "BA233","1","Was the last to arrive in Norfolk and her arrival made the community complete 27 November 1794: II ann 34 Like Augustina Webster had been unsettled by the journey and was making life very difficult for her novice mistress: was told she would have to pass another year as a novice and decided to re-enter Nov 1794: III ann 41. She continued to find religious life difficult and was seen as too independent and disobedient. 'Her departure was a great solace to Reverend Mother.' See III ann 66"
 "PA051","3","On 14 Jun 1707 she returned from Louvain in order to enter religion."
 "BA090","2","Elected Arcaria 1794"
 "PA200","2","Her sister, Ann, arrived at the school on 15 Jul 1707."
 "BA234","1","Had become unsettled by the journey to England and was told by the Prioress that she would have to repeat her noviceship. She appeared to accept this at first, but after 3 months decided to leave. Had been in the habit for four years: III ann 40"
 "PA110","1","A service was said for her recently dead father on 17 Aug 1707 (pd)."
 "PA180","4","She painted highly detailed pictures of the four evangelists and St Augustine on a very fine cope given by Dorothy Tarleton c.1777 (pd 23 Aug 1707)."
 "PA108","4","Her brother was a Jesuit (pd 1 Sep 1707)."
 "PA107","2","Her brother was a Jesuit (pd 1 Sep 1707)."
 "PA109","3","Her brother was a Jesuit (pd 1 Sep 1707)."
 "BA120","3","Chantress from her youth and taught plain song to the young ones: procaturess for twenty years at different times: III ann 91-2"
 "PA203","2","She embellished a part of the choir which housed a statue of the Virgin Mary with angels and crowns, making all the guilding and several other things at the request of Helen Fairfax (pd 20 Nov 1707)."
 "PA054","1","She instructed Anna Yate to make the guilding for part of the choir around a statue of the Virgin Mary.  She herself made a canopy to cover the statue, along with many other things (pd 20 Nov 1707)."
 "PA181","2","She received the veil from the queen, Mary of Modena."
 "PC109","2","Her mother acted in the place of James II's daughter, Princess Louisa Maria Teresa Stuart, giving the veil to Mary Martinash of the Paris Augustinians."
 "PC110","2","Her mother was governess to the princess, Louisa Maria Teresa Stuart, daughter of James II. Her father was commissioner of James II's household."
 "PC110","3","Her mother acted in the place of James II's daughter, Princess Louisa Maria Teresa Stuart, giving the veil to Mary Martinash of the Paris Augustinians."
 "PA087","2","She celebrated her jubilee on 19 Jun 1708, marking 50 years since her clothing."
 "PA075","1","She arrived at the convent on 3 Jul 1708, having been recommended by Bishop George Witham of the northern district.  He wrote to his sister, Dorothy Witham, at the convent, advising that Mrs Fleetwood of Plodwell, whom Jeanne had served for some time, would support her financially.  Mrs Fleetwood was originally a Gerard who had been in the monastery when she was young, presumably schooled there (pd 13 Nov 1708).  She would appear to be Frances Gerard, sister of Charles Gerard, 6th lord of Gerard's Bromley and William, 7th lord and a Jesuit, who married Thomas Fleetwood."
 "PA181","3","To mark the 50th jubilee of her great aunt, Ann Tyldesley, she created a miniature picture of St Paul (pd 16 Jul 1708)."
 "PA168","4","To mark the 50th jubilee of Ann Tyldesley she created a copy of verses in praise of St Paul, written in gold characters (pd 16 Jul 1708)."
 "PA074","3","She was found unconscious in her cell on 16 Nov 1708 but later recovered (pd)."
 "AC034","2","Hardman 79 gives her death date as 7 Sep 1676. "
 "AC119","1","Because she entered at a relatively advanced age it was agreed that she would not profess after the end of her novititiate, though she would publicly wear the black veil as if she had. The reason was to spare both parties embarrassment if her long years of independence compromised her ability to live under full vows. It was agreed she would take final vows on her deathbed, which she duly did at some point during her final illness."
 "AC141","1","Death date also occurs as 1651 17 Nov."
 "BA233","2","She returned again Dec 1797 on hearing of the death of Mary Catherine Willis the subprioress: II ann 113-4. She was clothed 6 Jan 1798 taking the name Aloysia Joseph, however she left again 4 Sep 1798."
 "DP110","1","She is recorded as dying at Gravelines.  As she does not appear in any of the Gravelines Poor Clare documents, it would appear that she died here after the Dunkirk Poor Clares had been forced to flee from their convent."
 "BA241","2","Re-admitted by agreement Aug 1801. Annals suggest she may have tried the Carmelites but was not sufficiently healthy to join them: see III ann 153"
 "BF118","1","She was an excellent needle-woman."
 "LB101","1","returned to England 1809"
 "LB026","1","returned to England 1809"
 "LB031","1","returned to England 1809"
 "LB054","1","returned to England 1809"
 "LB086","1","returned to England 1809"
 "LB004","1","returned to England 1809"
 "LB144","1","returned to England 1809, but returned to Lisbon when the community was at Aston Hall, Staffs."
 "LB111","1","remained in Lisbon when the community divided in 1809"
 "LB104","1","remained in Lisbon when the community divided in 1809"
 "LB152","1","remained in Lisbon when the community divided in 1809"
 "LB063","1","remained in Lisbon when the community divided in 1809"
 "LB025","1","remained in Lisbon when the community divided in 1809"
 "LB115","1","remained in Lisbon when the community divided in 1809"
 "LB013","1","Hamilton in a note published in Poor Soul's Friend 1907, suggests this nun was daughter of John Berington, Much Cowarne, Herefords and Priscilla Middlemore of Edgbaston"
 "RP058","1","Note in Hamilton in Poor Souls Friend 1907 suggests letters from her in mss preserved at Little Malvern Court: see 2nd Report HMC App p72"
 "RP051","2","Note in Hamilton in Poor Souls Friend 1907 suggests letters from her in mss preserved at Little Malvern Court: see 2nd Report HMC App p72"
 "RP099","1","Does not appear in profession list."
 "RP116","1","Does not appear in profession list: Forster suggests she may have professed elsewhere. However name does not appear among memebrs of the English convents."
 "RP127","1","On profession list date of death has been corrected from 1734 to 1733."
 "RP144","1","Age as given in prof list"
 "GP067","1","No information about her death"
 "GP112","1","no details given"
 "GP174","1","'She was a convert to the Catholic faith': see p 160"
 "DP092","3","Does not appear in Gravelines sources: probable that her connection with this convent (ie her death at Gravelines) related to the events of the French revolution: CB Oct 2010"
 "GP207","1","'a convert to the Catholic faith': see p147"
 "GP215","1","'She often expresst a constant gratitude towards Allmighty God for her conversion to the Catholic faith....' see p123"
 "MW091","1","Entered the Institute in Germany. She accompanied Mary Cramlington on her visit to Hammersmith and York 1713-1714 c. Referred to in a letter of 1713 see biog dic p 108"
 "MW141","1","no other details known"
 "MW151","1","Companions also gives surname as Tapnae. No other details known"
 "MW172","1","no other details known"
 "BD038","3","Also acted as Depositarian: OA 209."
 "BB073","1","29 April 1629 - letter from Mary Percy, Abbess."
 "BF095","5","ODNB: Sir Henry, Thomas, George and Francis Gage."
 "CB137","4","Modern edition of Gertrude More's 'Life' by Augustine Baker see _The Life and Death of Dame Gertrude More, edited from all known manuscripts_, Ben Wekking, Institute fur Anglistik und Amerikanistik, Universitat Salzburg, A-5020 Salzburg, 2002"
 "LA072","3","ODNB: Thomas Copley"
 "LA073","3","ODNB: Thomas Copley"
 "BB180","1","Named in the Will of her presumed father, dated 1619 (d. 1626), Lichfield Record Office, Catalogue Index B/C/11 (available at http://www.oxford-shakespeare.com/, accessed 26/2/2011), who left her one thousand pounds. Of the four daughters named in his Will, Vere, Katharine, Anne and Mary, only Katharine appears not to have entered religion. "
 "LA262","2","Generally listed in literary sources as Gertrude Aston."
 "BA123","2","Mentioned in the Will of her father: 'Frances Heneritta, extx., gold watch, a mare, my picture in miniature, choice of fiddles and choice of mandalins, furniture, books, surgeon instruments, and mulatto Jenny.' Available from The first 100 years: Wills, Court, Church, Land, Inventories & Accounts, Descendant Register, Generation 2, which shows that her mother was Catherine Rozer, born in Prince George's County, Maryland."
 "GP168","2","Perhaps a fifth nun daughter of George Jerningham and Eleanor Philpot. Her birth c. 1609x11 and date of profession fits well with theirs. "
 "AP078","1","Parents supplied from pedigrees in  'Parish of Heighington', The History and Antiquities of the County Palatine of Durham: volume 3: Stockton and Darlington wards (1823), pp. 303-324. URL: http://www.british-history.ac.uk/report.aspx?compid=76362&strquery=walworth castle jenison Date accessed: 01 February 2011, which shows her as a daughter with the baptismal name Frances."
 "LC072","1","Bruges Annals Vol III p124 claim the sisters were from a branch of the family of Cardinal Poole. This is probably a mistake: see http://www.tim.ukpub.net/visitation/pooles.html"
 "GB211","1","The Examination for this nun was conducted in Dutch, which explains the garbling of her mother's maiden name as Kelchull. She was undoubtedly Anne Culcheth of Culcheth, wife of Richard Stanley of Ecclestone, Staffs. Two of her brothers were Jesuits, as was her son Henry. The family pedigree was printed by Foley. For detail and source material see 'Townships: Culcheth', A History of the County of Lancaster: Volume 4 (1911), pp. 156-166. URL: http://www.british-history.ac.uk/report.aspx?compid=41400 Date accessed: 01 February 2011."
 "GB106","1","No mention of her in convent sources under this name."
 "GB245","1","No year given for death"
 "RP121","3","R chron I p84 gives her name as Mary, but this appears to be an error."
 "RP105","1","Joined the Community in France, but not professed until after they arrived at Haggerston: R chron III p33"
 "RP170","2","Jubilarian Aug 1809"
 "AC066","1","Perhaps a daughter of Thomas Howard of Corby Castle and his second wife Barbara Musgrave; if so a niece of Bridget, Lucy and Mary, three nuns of the same house, AC065, AC067, AC069."
 "CB027","8","For further details of creative works see Marion Wynne-Davies, To have her children with her: Elizabeth Cary and Familial Influence, in Heather Wolfe, ed., The literary Career and Legacy of Elizabeth Cary, 1613-1680, Palgrave, 2007"
 "BB140","3","Portrait mentioned in annals."
 "RP100","1","Parentage supplied. Likely to be the daughter of this name of John Hornyold of Blackmore and Hanley and his first wife Mary Gower, recorded in the Visitation of Worcester 1682-3 as living and unmarried (p. 61). She was probably therefore niece to PA078-81 (q.v.), whose parentage has been deduced from the same source."
 "PA078","1","Parents supplied. Four and perhaps all five of the Paris Hornyold nuns can be identified with the daughters of these names known (except for Helen)from the Visitation of Worcestershire 1683, p. 61, to have been born to John Hornyold of Blackmore, Worcs (d. 1643) and Elizabeth Russell. They would have been aunts to RP100, who was probably the daughter of their brother Thomas and his first wife Margaret Gower."
 "PA079","1","Parents supplied. Four and perhaps all five of the Paris Hornyold nuns can be identified with the daughters of these names known (except for Helen)from the Visitation of Worcestershire 1683, p. 61, to have been born to John Hornyold of Blackmore, Worcs (d. 1643) and Elizabeth Russell. They would have been aunts to RP100, who was probably the daughter of their brother Thomas and his first wife Margaret Gower."
 "PA080","1","All four Hornyold nuns are likely to have been the daughters of these names known to have been born to John Hornyold of Blackmore, Worcs (d. 1643) and Elizabeth Russell. They would have been aunts to RP100, who was probably the daughter of their brother Thomas and his first wife Margaret Gower."
 "PA081","2","Parents supplied. Four and perhaps all five of the Paris Hornyold nuns can be identified with the daughters of these names known (except for Helen)from the Visitation of Worcestershire 1683, p. 61, to have been born to John Hornyold of Blackmore, Worcs (d. 1643) and Elizabeth Russell. They would have been aunts to RP100, who was probably the daughter of their brother Thomas and his first wife Margaret Gower."
 "PA082","1","Parentage supplied. All four Hornyold nuns are likely to have been the daughters of these names known to have been born to John Hornyold of Blackmore, Worcs (d. 1643) and Elizabeth Russell. They are all recorded as unmarried in the Visitation of Worcestershire 1683, p. 61; where some are recorded as dead in that year it fits the data for these nuns as well. They would have been aunts to RP100, who was probably the daughter of their brother Thomas and his first wife Margaret Gower."
 "LA088","2","Her Uncle William Evans a merchant in Antwerp was a significant donor to the convent."
 "GP270","2","Image facing p 36 in Profession Book."
 "DB091","2","Listed in 1790."
 "BB176","1","Abbess Alexia Blanchard wrote (Jul 24 1651) to the Archbishop of Mechelen requesting permission to give the habit to Helena Thomson who was very virtuous and had a true vocation for the religious life. Her two sons confirmed that they would pay 160 florins every year for her keep as long as she lived. She was not strong enough for heavy labour, but desired to serve the community."
 "BB049","1","Abbess Ursula Hewicke wrote (29 Oct 1624) to the Archbishop of Mechelen explaining that she was too uncertain in her vocation to be allowed to continue."
 "GP009","2","The parents supplied by notes to the CRS volume are certainly incorrect. There would have been an age gap of almost thirty years with one of those alleged to be her sisters. Unfortunately, showing who her true parents were is not currently possible. The pedigree given by Foley of the main branches of this family is inconsistent and contradictory. KKR."
 "BF253","1","Obit states that she served as Vicaress, though the date are impossible to determine from the election data. It also extolled her virtues as a musician - she was mistress of music for many years-  especially as an organist. "
 "PA049","1","Parents of PA049-50 are given in http://www.berkshirehistory.com/gentry/englefield_ped.html as Anthony Englefield of Whiteknights and Alice Stokes."
 "PA050","1","Parents of PA049-50 are given in http://www.berkshirehistory.com/gentry/englefield_ped.html as Anthony Englefield of Whiteknights and Alice Stokes."
 "LB011","1","Thomas Robinson, The Anatomie of the English Nunnery at Lisbon, 1637 ed., p31 "
 "PA154","3","Edward Corp, A Court in Exile, Cambridge University Press, 2004."
 "CB074","2","'Colections', Paris, Bibliotheque Mazarine MS 1202,  ed. Julia Bolton Holloway, Institute fur Anglistik und Amerikanistik, Universitat Salzburg, A-5020 Salzburg, 2006"
 "PC040","3","Margaret Mason, The Blue Nuns in Norwich 1800-1805, Recusant History, No 24, 1998-9 89-122"
 "PA100","1","Her sudden illness delayed the move from Paris to England: see Margaret Mason, The Blue Nuns in Norwich 1800-1805, Recusant History, No 24, 1998-9, p91"
 "PC006","1","Margaret Mason, The Blue Nuns in Norwich 1800-1805, Recusant History, No 24, 1998-9, 95, 114, 117"
 "PC028","2","Margaret Mason, The Blue Nuns in Norwich 1800-1805, Recusant History, No 24, 1998-9 96, 111, 117"
 "PC066","2","Margaret Mason, The Blue Nuns in Norwich 1800-1805, Recusant History, No 24, 1998-9 98"
 "PC100","2","Her nerves are so much attacked, which I believe proceeds from the heat of her blood, and she has had no education, had a great deal of pain to learn the Latin to which she applied herself closely in the beginning... had been a kitchen maid. See Margaret Mason, The Blue Nuns in Norwich 1800-1805, Recusant History, No 24, 1998-9 p99"
 "PC043","1","1718 given permission to go to Bourbon to take the waters and from to Bath: did not return to the convent: see Diary 71 and Margaret Mason, The Blue Nuns in Norwich 1800-1805, Recusant History, No 24, 1998-9 p100"
 "PC082","2","Nuns received £730 as the residue after other legacies paid from her will: see Margaret Mason, The Blue Nuns in Norwich 1800-1805, Recusant History, No 24, 1998-9 p103"
 "PC076","1","Died in the confessor's apartment when they were imprisoned and buried at the Abbaye St Antoine: see Margaret Mason, The Blue Nuns in Norwich 1800-1805, Recusant History, No 24, 1998-9 104"
 "PC008","1","Died in the confessor's apartment when they were imprisoned and buried at the Abbaye St Antoine: see Margaret Mason, The Blue Nuns in Norwich 1800-1805, Recusant History, No 24, 1998-9 104"
 "PC067","2","Blind: see see Margaret Mason, The Blue Nuns in Norwich 1800-1805, Recusant History, No 24, 1998-9 104"
 "PC093","1","Had spent years in the infirmary: see see Margaret Mason, The Blue Nuns in Norwich 1800-1805, Recusant History, No 24, 1998-9, 104"
 "CB170","2","see Margaret Mason, The Blue Nuns in Norwich 1800-1805, Recusant History, No 24, 1998-9, 118"
 "GB186","1","Prayer Book at St Edmund's Ware: Cabinet F2, Upper Shelf. 
Inside cover details of her profession. My mother dyed the first day of April according to the English account 1668. My grandmother Mannock dyed the 14th of March according to the English acct. 1667. My Aunt Angela Pordage dyed on the 5 of March 1682. [From Andrew Cichy.]"
 "LC065","2","Letter No 86, 26 Aug 1697 printed in Lambeth Papers, CRS Misc Records 56, 1954, p157. Here she is wrongly identified as Elizabeth Fettiplace."
 "GP009","3","The manuscript profession book gives the date of her death as 14 Jul 1659 and her age at death 52."
 "BA094","1","Lived for years as a widow with Poor Clares in Gravelines; died professed at Bruges, where her younger daughter was Novice Mistress (IBVM/CJ Biographies, 2nd edn. p. 181-2)."
 "AC089","1","Her death is described in a letter from Teresa Cowdrey in Lanherne to Port Tobacco 18 Apr 1806"
 "RP055","2","Mother was educated by the Mary Ward Sisters in Paris. Her sister Catherine came to Rouen as a scholar but died in 1668 aged 13: see Chronicle Vol I 154, 183-4.
"
 "RP218","1","Associated with Mary Parnell Talbot Howard"
 "RP169","2","Chronicle describes her as from Eggton Bridge."
 "RP047","2","Chronicle describes her arrival with her Father Mr Chadwick of Burgh who brought also his niece Blundel aged 11 [Elizabeth] and Betty Hide to be a lay nun in July 1766."
 "RP017","2","The Chronicle mentions that a number of pictures and reliquaries were brought to England from France which were the work of Sister Francis Bruno whose health was too delicate to allow her to take part in the more laborious works: see Chron III p61."
 "LS009","1","Name inscribed inside _A Memorial of a Christian Life_ St Omers, 1625. "
 "LS041","2","As well as portion had a pension of £12 a year for life: see Chapter Book p24."
 "LS042","3","As well as portion had the interest on £3000 during her life: see Chapter Book p25."
 "LS080","1","Had for her portion £40 a year & at her death £1666: 13: 4 in the 3% Consolidated Bank annuities falls to the Community: see Chapter Book p25"
 "LS090","1","Because of the size of her portion and the fact that she was not accustomed to work was exempted from the hardest tasks of being a lay sister: see Chapter Book p28."
 "LS113","1","No other data known"
 "LS168","1","100 ll of her portion was paid the year after her profession in consideration of an infirmity she had: see Chapter Book."
 "RP142","1","Her father was a benefactor of the house, R chron I 17."
 "RP138","1","Likely to have been a sister of RP139."
 "RP139","1","Likely to have been a sister of Bridget RP138."
 "LS231","1","She spent about twenty three years in England between her first and second entries into the convent."
 "LA313","1","Her parents lived in exile in Louvain for their faith. Her brother Rev Richard Worthington became 2nd Chaplain to St Monica's: he was buried in their chapel: see Hamilton Vol II 54 etc."
 "LA318","1","Her parents lived in exile in Louvain for their faith. Her brother Rev Richard Worthington became 2nd Chaplain to St Monica's: he was buried in their chapel: see Hamilton Vol II 54 etc."
 "OB043","2","Barbara Fitzroy is said to have been the mother of Charles Hamilton by James Douglas, earl of Arran after which she was sent abroad to join the Benedictines at Pontoise: see notes in Diary of the Conceptionists, p355. ODNB entry on Charles Hamilton gives Barbara Fitroy as his mother, explaining that when the earl of Arran discovered the affair, he insisted that she be sent abroad and she joined the English Benedictines the same year. There is no mention of any child in her reported obituary notice."
 "DB060","2","The nuns list Cecilia Fitzroy's father as King Charles II. This would not have been possible however, because Lady Barbara Villiers was dismissed from court in 1676, when she moved to Paris. At the time John Churchill was in command of the royal English regiment in France, and ODNB suggest that Lady Villiers moved to Paris to resume their relationship. However by the 1680s we have no knowledge of her relationships and the father of Sister Cecilia is currently unkown. GR"
 "OB042","1","ODNB suggests that Sister Ignatia lived to see the consolidation of the Hanoverian dynasty and the coronation of King George III. This seems unlikely as convent records show that she died in 1704. GR "
 "MW155","3","Sr Kirkus (biog dict p. 186)assumes she was a niece of the daughters of George Thweng. The pedigrees established by Foster from the Visitations show that their father Augustus was a younger brother of George. Father also appears in convent records as Albertus."
 "AC020","1","Grandfather Mr. Henry Burton died in prison on account of religion: see Hunter, p. 4. "
 "AC095","1","Brother Edward created Baronet by Charles II in 1670 for Catholic and royalist loyalty, founded line of Mostyns of Talacre (Hardman, 1937, p. 1).
Ordered portress to give aid and food to regiment of exiled Charles II quartered in town during winter, paid for doctors for soldiers (Hardman, 1937, pp. 61-62)."
 "CB211","3","Relationship to Waldegrave nuns through mother. Nothing in father's lineage to link them. Check ref. KKR"
 "LC084","2","She had numerous first cousins once removed amongst the Bedingfields, including the daughter of Francis Bedingfield and Katherine Fortescue."
